Text	Label
• Where the lapsed quantities are located.	nonsec
• Why the quantities are lapsed (i.e. expired, cancelled, retired).	nonsec
• What MFL zone the lapsed quantities are in.	nonsec
Track the relocation of active water use within the SWUCA.	nonsec
Track the movement of lapsed quantities in an area, including:	nonsec
• Which permit and well obtained the lapsed quantities.	nonsec
• Where the lapsed quantities are located.	nonsec
• Why the quantities are lapsed (i.e. expired, cancelled, retired).	nonsec
• What MFL zone the lapsed quantities are in.	nonsec
Report on the history of irrigation water conserving credits, including the balance, how much earned, and how much used, and drought quantities.	nonsec
Know who uses them and who has accumulated them, and be able to report on an individual basis, by a geographic area, or aggregate the data.	nonsec
Track and report on the history of permitted data, such as use type, irrigated acres, and pumpage (one use would be to know whether expired permits have had quantities reallocated).	nonsec
Track and measure alternative source projects (note: some of these may be included in table 8):	nonsec
• Surface water or stormwater projects.	nonsec
• Reclaimed water (reuse water).	nonsec
• Augmented surface water (reservoirs, harvesting of high flows (floodwaters).	nonsec
• ASR (Aquifer storage recovery).	nonsec
• Desalination.	nonsec
• Conservation (defined as a beneficial reduction of water use resulting in: o modification of water use practices, o reduction of unaccounted-for losses, or o installation and maintenance of low volume water use systems, processes, fixtures, or devices.	nonsec
View the spatial impact of a person's application with other active applications on-line so the applicant or evaluator has a visual of who else is available to compete for quantities with.	nonsec
Also include application and permit data on-line, either with scanned documents or access to database.	nonsec
The historical data should also be available, but viewing restrictions for certain legal documents has to be followed.	nonsec
Be able to query by geographic area or permit number.	nonsec
Create heat map indicating who was over-pumping, who was not over-pumping, or who was using their water credits.	nonsec
Heat map for water quality.	nonsec
Add the District WUPnet sentinel wells on this map - those are the District wells that have been in existence the longest time and we have the best data with.	nonsec
So if we bring them up in an area we know we have reliable data.	nonsec
Report on the permits that have been relocated by a permit holder.	nonsec
Track the impact that water use has to the set MFL levels.	nonsec
In particular, compare the affects of the new or modified use to the actual flow and level of the water body or aquifer to make sure the actual level will not go below the MFL level.	nonsec
Types of things to check are: • New applications, renewals, or modifications; • Relocated uses; • Change of use type; • Lapsed quantities; • Retired permits (some are lapsed - some are not).	nonsec
Track net benefit changes.	nonsec
Some things involved are: • Relocated permits; • Permits with a change of use; • Old and new locations; • Lapsed quantities; • Reclaimed water (not in database yet); • Projects; • Amount of net benefit gained or lost from the change; • New permits that came from an older permit due to a new benefit gain.	nonsec
Report the net benefit amount in MGD for: • Change of permitted location or use; • Land use change; • Use of lapsed quantities; • Water withdrawal credit (replacement, reclaimed water).	nonsec
Mark those permits that have a land use change so the quantities can be relocated to the public supply utility.	nonsec
"Create layer that includes ""cones of depression"" for the MFL information, which will indicate the area of influence to an MFL."	nonsec
Report on any water use amounts sold or given from one permit to another permit, especially reclaimed water (reclaimed water can be taken away, depending on the contract. It is kind-of-like “leasing” the water, but can be taken away).	nonsec
For mitigation of MFL impacts, report on the improvement percentage amount, where it was located, the cost, how the decrease was obtained and what impacts it had.	nonsec
Report on how much water was made available through the District's water resource development projects.	nonsec
Elements of the report should be: • Source of benefit (aquifer or surface water); • The locations of the alternative sources; • What permits are using the quantities generated by the projects, and what project they are getting the water from.	nonsec
Report on the permit duration (To track expiration dates for those looking for someone to compete with).	nonsec
Should allow comparison to adjacent districts GIS • layers to permit GIS layer to access adjacent data.	nonsec
Report compliance on a permit (not wells).	nonsec
Crop reports on permits (not wells).	nonsec
Report on competing applications (including ones that are in modification or expiring).	nonsec
Supply the Regulatory requirements of MFL data: • What water levels are in relationship to MFL so you know who has to mitigate or how much excess flow there is; • Need the historic and current levels so applicant knows how much to mitigate or what is available.	nonsec
Be able to determine the availability of alternative use supplies, such as reclaimed water and desalination.	nonsec
Report the Reservation from use amounts allocated to certain participants.	nonsec
Track ownership of wells or permits over the life of the withdrawal point so the relocated quantities can be traced from owner to owner.	nonsec
Quantities that are relocated will have certain restrictions placed on them, as well as any quantities that remain on the original permit.	nonsec
For permits that have multiple withdrawal points, we need the ability to track ownership of specific withdrawal points over time.	nonsec
Be able to look at permitted quantities, actual quantities (pumpage), and the resources it uses (Water Management DB)	nonsec
Ability to track requested and permitted quantities.	nonsec
Identify when a standby permit is reactivated due to the loss of alternative quantities.	nonsec
Have a heat map that shows permit information for specific time periods.	nonsec
You should be able to input a geographic area (whether by county, department, or entire District area), select the time period(s) you want, and select one of two views: permits issued or active permits in that time period, and produce the map show the locations.	nonsec
On a high-level view, you need to be able to see the locations with the predominate use type reflected on the map itself, and include a graph or chart showing the total number of permits, predominate use shown by %, and the time period involved.	nonsec
If you click on it, bring up the permit details, such as name, permit number, issue date, expire date, use type, wuca, and average quantities.	nonsec
Automate some of the requests that Jim Whalen receives.	nonsec
The majority of request are related to permitted and pumpage quantities, both at the permit level and well level.	nonsec
They are usually sorted temporally or geographically.	nonsec
Ability for public utilities and internal staff to find existing permits in or near their service area so they can spatially see what water is available, or may become available, when they plan for their future growth and water resources.	nonsec
They will need to view the use type (interested mainly in agricultural and mining), owned acres, and the current permittee's contact information.	nonsec
Analyze permits using a soils type GIS layer.	nonsec
Have a second soils layer based on the soil types indicated on the permittees compliance to conditions.	nonsec
Ability to have printable and customizable maps.	nonsec
Identify when the District or another governmental agency purchases land, a link should be available to show if there is a permit on that area so it can be retired.	nonsec
Need to know how water use changes when land use changes.	nonsec
Have an easy way to query data by various fields: • Issue date; • Expiration date; • Use type or other commodity; • Predominate use; • Pumpage reports; • Permitted quantities; • Permit status (active/delete/app/permit).	nonsec
Ability to pull a well package that provides a view of water use at a particular time that is then plugged into models used to generate water use amounts.	nonsec
The data would include wells, land elevation, aquifer, and total and cased depths.	nonsec
The ability to associate permitted quantities, pumpage quantities, and use code data at the well level.	nonsec
Track changes in land use and how it affects water availability.	nonsec
Need historical data for Water Use Permits including their spatial representations (polygons).	nonsec
Must be able to track trends in land use and water use changes.	nonsec
"These include several means by which a proposed new withdrawal that impacts an MFL waterbody can achieve a ""Net Benefit,"" including the provisions for relocated, lapsed, and water withdrawal credits."	nonsec
Ability to track water use over time and negotiate reasonable new water use based on water use pumpage trends.	nonsec
Track by withdrawal source – what aquifer or USGS water body are general and Individual permits pumping from.	nonsec
Have map be able to show quantity of pumpage.	nonsec
Hover over or click a point in the map and see the average rolling 12, peak month, and max month compared to the pumpage of the well.	nonsec
Also get the cumulative quantities for an area you enter manually.	nonsec
Provide the ability for applicants or District staff to compare the percentage a permit is over-pumping, based on use type, against the regional average for the same use type.	nonsec
The region would be the area that fell within the buffer distance entered, and the time of interest would also be entered.	nonsec
Need to know what aquifer is being pumped from.	nonsec
There are permitting constraints in ETB MIA that no additional water from the Floridan Aquifer can be pumped, but it is allowed from Intermediate aquifer.	nonsec
Select water use data temporally or with geographic overlays, which can be from another layer or graphics on the page.	nonsec
Also be able to place it in an Excel spreadsheet.	nonsec
Select water use based on predominant use, use types, and regions they fall in.	nonsec
The predominant use would be agricultural, industrial, mining & dewatering, public supply, and recreational.	nonsec
Each predominate use is further broken down into more detailed categories, such as melons or citrus for the agricultural predominate use.	nonsec
This needs historical data for trend analysis.	nonsec
Generate monthly reports for Board Packet that shows the difference in quantities permitted every month for specified geographic areas (i.e., counties, MIA, etc.).	nonsec
Establish relationships between inputs (i.e. rainfall) and pumpage data.	nonsec
(Note: In response to one of Kurt's comments regarding the amount of pumping in areas in relationship to amount of rainfall and irrigation system efficiency.)	nonsec
Show the intensity of water use in a geographic area on a color-coded map.	nonsec
Identify different types of water use, such as groundwater, surface water, and re-use.	nonsec
Know how much water has been permitted and how much has been used based on land use over time.	nonsec
Support extraction or reporting of data for ad-hoc geographic areas by using spatial queries such as graphics or polygon buffering.	nonsec
The ability to aggregate the data must be there and any type of polygon should be able to be used.	nonsec
Track aquifer level changes, lake level changes, rainfall level changes, and stream flow changes by area over time (i.e. monthly).	nonsec
Create layer that shows the Developments of Regional Impacts (DRI) and their status.	nonsec
This layer will be plugged into the new model for population projections and water supply demand projections.	nonsec
Identify what lakes are stressed, when they became stressed, and if/when they came off stressed list.	nonsec
Track pumpage oddities.	nonsec
Two examples are:	nonsec
A. Permittees that have consistent pumpage readings even when some of the data is missing. 	nonsec
Use this information to predict whether they are in compliance in spite of the missing data.	nonsec
B. Permittees that enter zero on their pumpage reports.	nonsec
Track permittees not submitting conditional/pumpage reports, and generate a map showing their locations.	nonsec
Obtain report of those out of compliance of permit conditions by over-pumping their allowable quantities.	nonsec
Show how much over pumping is done, and have option to select by time period or by area.	nonsec
Need to break down to a permit-by-permit basis, but also show the whole thing on a map.	nonsec
Need a protocol to assess how the actual flow and levels (AFL) compare to the established minimum flows and levels (MFL), including general trending information and whether waterbody-specific criteria are being met.	nonsec
There are 3 major provisions to track:	nonsec
Minimum aquifer level - The saltwater intrusion MFL is met when the moving 10-year AFL is at or above the MFL for five consecutive years.	nonsec
The MFL is not met when the 10-year moving AFL in the reference wells is below the MFL for two consecutive years.	nonsec
Minimum flows on the upper Peace River - The MFL is met when the MFL's are at or above the established MFL for three consecutive years.	nonsec
Once the MFL has been considered met, if it is followed by two years where the MFL is not met within a rolling ten-year period, then the AFL shall be considered below the MFL.	nonsec
A determination of whether AFL's are meeting the established MFL is made at each one of the established minimums (Bartow, Ft. Meade and Zolfo Springs).	nonsec
Minimum lake levels - The proposed MFL is achieved when the long-term P50 is at or above the MFL and the long-term P10 is at or above the High Minimum Lake Level for five consecutive years.	nonsec
Once in compliance, MFL is not met when the long-term P50 is below the MFL for two or more consecutive years or the long-term P10 is below the High Minimum Lake Levels for two or more consecutive years.	nonsec
Use system to publish a chart or graph that compares the MFL to a running average of AFL's.	nonsec
This should reflect how the AFL's are moving along the MFL line and indicate how different resources impact the MFL.	nonsec
The resources to include are pumpage, new projects, and rainfall.	nonsec
It will probably be run on a monthly basis.	nonsec
Ability to add estimated quantities for unmetered permits, which is found in the Water Estimates Database.	nonsec
Provide access to population data in system that are aggregated to appropriate geographic areas (services areas, counties, etc.).	nonsec
The ability to access crop report information spatially and temporally.	nonsec
Link between Water Use Permits (WUP), Environmental Resource Permits (ERP), and Well Construction Permits.	nonsec
One use would be as a means of notifying appropriate District staff when pertinent land use changes. (i.e. want to know if an ERP is issued or applied for a subdivision where permit has been issued for a farm.)	nonsec
Calculate water quality trends by geographic area.	nonsec
Compare the population reported to the Bureau of Economic and Business Research (BEBR) report.	nonsec
Ability to provide external customers a means to query and view application information and locations by entering spatial, temporal, or data specific information.	nonsec
Current applications satisfying the criteria would be viewed immediately; future applications would be e-mailed.	nonsec
Create a consistent grid to analyze data through time, including population, water use, etc).	nonsec
Use GIS layers to analyze how salt-water intrusion is affecting water quality, etc.	nonsec
Layer would need to be updated either quarterly or annually.	nonsec
Develop a link between pumpage, water quality, and water levels (both of MFL's and other water bodies).	nonsec
The permittee has to stop pumping when certain levels are reached: • Augment lake when water levels are too high; • Pump water when chlorides concentrations too high; • Pump more out of well to pond & from pond to golf course; • Use more ground water when allowed to, when also q's for surface water.	nonsec
Need tool to be able to estimate water use (now being done in SAS).	nonsec
To do this estimate, you need to be able to query the water use data with various variables, such as time period, use types, withdrawal type (groundwater or surfacewater), and geographic areas.	nonsec
Once the initial query is complete, you need to be able to refine the resulting data set.	nonsec
An example is when you select active permits in a time period.	nonsec
If a permit expired inside of the time period, the refine tool would help determine if that permit would or would not be a part of the result set, perhaps by determining at what point in the time line it expired.	nonsec
Capture crop report data and link it with the corresponding use quantities, so you can observe changing crop patterns, see where land has shifted out of crops, and track water use per planted acre per crop to see patterns in water use by geography.	nonsec
The accumulation (or depletion) of credits by geographic area could point out potential problems in permitting in specific geographic areas.	nonsec
 It may point to soil type or local cultural practice problems.	nonsec
Link to requirement JY4/SR7, the report of water credits used and earned.	nonsec
Report compliance on a permit (not wells).	nonsec
Crop reports on permits (not wells) (I think this was a requirement to report this data some how at a well level).	nonsec
Report the Reservation from use amounts associated with some surface water.	nonsec
Report the per capita daily water figures for the permitted amount, reported amount and adjusted number for per utility.	nonsec
The formula for adjusted gross capita is: WD + IM - EX -TL - SU - EM / Population where: WD = ground water & surface water withdrawals; IM = water imported/bought from another supplier; EX = Water exported/sold to other suppliers; TL = treatment loss (typically R/O or sand filtration; SU = Significant uses; EM = Environmental mitigation, if required as a District permit condition; Population = Functional population.	nonsec
Provide the ability to obtain data necessary to determine and access the population estimates for an area or on a permit-by-permit basis.	nonsec
Needs to accommodate how it is determined now and how it will be determined under the SWUCA 2 rules.	nonsec
"This would include: • Seasonal residential report based on AHCA hospital report (determine seasonal populations); • Block group and ""place"" level Census Transportation Planning Package data on total workers in Parts A and B for calculating net service area commuter populations (the planned highway and road construction - to see commuter data and areas of growth); • Census group and block data (total and by age), housing units, household, and group quarters population; • Zip code tabulation areas (ZCTA) by age; • Public Supply Service areas; • Development of Regional Impact (DRI); (Note: To calculate projections for service area population and water supply demand the new model needs the DRI's and Road Construction layers.)"	nonsec
Access well construction data for domestic wells using locational data, such as GPS or section, township, and range.	nonsec
The external users need to be able to click on an area and obtain data for the surrounding area, such as lapsed quantities, historical use, and adjacent permits.	nonsec
Need to support decision-making on the applicant's part, especially when their request does not meet the MFL requirements.	nonsec
Make the following property appraiser data available so you can improve the ability to project service area populations in inter-Census years in several ways: • Provide a more discreet and up-to-date count of housing units in a utility service area; • Help determine when a DRI is completed; • Match commercial properties by the connection data provided by utilities; • Use lot sizes, where available, to determine its role in household water use compared to other variables in research projects; • There may be other data of use as well (wells, pools, etc).	nonsec
Need quick access to currently published information to base decisions on.	nonsec
Replicate the DB2 data daily in Oracle.	nonsec
Support consistency in decision-making among various users.	nonsec
Hire a metadata librarian to manage data associated with the Water Use Tracking project.	nonsec
The value you enter should be the actual data value, not any code number associated with it.	nonsec
Have consistent way to report on permit status and withdrawal status.	nonsec
Develop and make readily accessible metadata for the data (i.e. need to know the time frames when the data is considered to be good).	nonsec
System has to be user-friendly.	nonsec
Ability to customize queries.	nonsec
A process needs to be established so corrections to the source data sets can be initiated, i.e. when errors are discovered when running models.	nonsec
The same datasets need to be used by all departments or sections of the District.	nonsec
Need to receive job-specific training and support.	nonsec
The data has to be available in real time.	nonsec
Clear documentation that lends to the defensibility of system for when permits are denied or modified.	nonsec
Could have wizards to help users perform tasks.	nonsec
Have a decision tree for the help desk personnel that will receive questions.	nonsec
Clear hours of availability need to be established.	nonsec
"System has to have the flexibility to handle different scenarios, or ""what-if"" questions, or 1-10,2-10, and 5-10 drought events."	nonsec
Need on-line help and training.	nonsec
Need training material for in-house training.	nonsec
Need to be able to save (or download) the results of queries into an outside system.	nonsec
Has to manage the metadata, and metadata has to be FGDC compliant.	nonsec
Update interval protocols for updating different data types.	nonsec
Populate missing data in the database, especially permits and pumpage reports.	nonsec
The results from queries need to be consistent and reliable over time.	nonsec
The tools the system will use to access the data need to be better than what is available now.	nonsec
The data has to be accurate.	nonsec
Application must fit into statutory time frames for evaluating permitting applications, so there must be a quick turn-around time.	nonsec
Reasonable refresh rates.	nonsec
Need to establish response rates if it will be on a web page.	nonsec
Data to support requirements must exist in the database, and be readily available.	nonsec
Get compilable versions of code stored in SourceSafe.	nonsec
Do not use SDE log files.	nonsec
Be consistent in naming and terminology conventions.	nonsec
A web application is preferred.	nonsec
If ArcMap, has to be able to run in Citrix ArcView.	nonsec
If toolbars are written, must be in .dll format.	nonsec
Consider the ease of deployment of application.	nonsec
Can extend the current District architecture, i.e. Oracle Spatial, if needed.	nonsec
Need technical documentation for maintainability.	nonsec
Follow District change management standards.	nonsec
Do not join features based on the shape column.	nonsec
System should be written in map.net – either VB or C#.	nonsec
Follow District programming standards.	nonsec
The design of the PMS should be modular to simplify the design and implementation of expansions and replacements.	nonsec
The PMS must be able to run on Linux, more specifically the Wilma web server. (http://wilma.vub.ac.be)	nonsec
The web interface will be attractive, simple and standard (W3C XHTML [3]).	nonsec
All functions and options of the PMS should be available in the least amount of clicks, while maintaining a certain amount of structure.	nonsec
The used programming language will be ruby.	nonsec
The code will be documented using RDoc.	nonsec
Git will be used for configuration management.	nonsec
The use of frameworks is not allowed.	nonsec
The PMS web interface will comply with the W3C XHTML 1.0 Transitional standard [3].	nonsec
Only free software can be used for the tools and for the end product. The use of certain libraries and aids is justified in the SCMP.	nonsec
The PMS should be easily installable by using: TBD.	nonsec
All data will be saved in the database: static and dynamic information, statistics, publications, administrator-settings.	nonsec
It’s very important to keep the database consistent at all times: no pointers to deleted records, no redundant information, etc.	nonsec
The database must be capable to handle serveral requests at once, these requests happen by using SQL-statements.	nonsec
A backup structure is also a requirement to save all the data in case of server of disk problems.	nonsec
The PMS web interface must be conform W3C XHTML 1.0 Transitional standard [3].	nonsec
The implementation must be compliant with the Coding Conventions of SE1 [10].	nonsec
The implementation must be object-oriented.	nonsec
Design diagrams must be made following the UML standard [11].	nonsec
The PMS is developped so that it should not experience software faults.	nonsec
To be able to achieve the least amount of software bugs we use a spiral model with 2 iterations.	nonsec
For more information about the reliability of the PMS and the therefore used testing processes see the SQAP [12] and STD [13] of SE1.	nonsec
The PMS will be available at all times from any computer ( fulfilling assumptions and dependencies in Section 2.6 ), except when Wilma is not available.	nonsec
The availability of Wilma is an issue that should be handled by the customer.	nonsec
In case of a corrupted database the Administrator should replace the database by the last available database backup.	nonsec
In case of another failure (hardware or software related) the problem should be first solved and afterwards the PMS should be reinitialized.	nonsec
During this downtime the PMS should give an error to the visitors , stating that the PMS is temporarily down.	nonsec
Every user account is protected with a personal password.	sec
Nobody except the specific user should be able to log into that account and change personal information.	sec
The password of the user should be encrypted when submitted from user to server.	sec
It should also be saved in an encrypted way in the database and no-one except the PMS should be able to access these passwords.	sec
Direct access to the data stored in the database is only allowed for Administrator(s) using the CLI.	sec
The user levels (see section 2.3) should always be respected with regard to editing, deleting and uploading publications (and their bibliographical details) .	sec
The database of the PMS should be maintained by the Administrator(s).	nonsec
The PMS (with concern to the user levels, special privileges,. . . ) should be maintained by the Administrators on a global level.	nonsec
On the Departmental level the Moderator(s) will be able to maintain the PMS this way.	nonsec
The System shall provide the capability to operate in an Open Mode, within which authorized customers shall be allowed read-only access to requested Data Products.	sec
This is the nominal system mode.	nonsec
The System shall provide the capability to operate in a Degraded System Mode, within which the system generates a subset of products based upon priority and availability of system resources.	nonsec
The System shall provide the capability to notify customers upon the NPOESS Ground System entering and leaving a Degraded Operations Mode.	nonsec
The System shall provide the capability to operate in a Restricted Access Mode, within which only users meeting certain criteria will be authorized access to the data.	sec
Criteria will be defined in the TBD Data Denial Plan.	sec
The System shall provide the capability to send an electronic notification to authorized users when they receive restricted access data.	nonsec
The System shall be capable of defining Data Products for Ingest.	nonsec
The System shall be capable of integrating System Elements including Scientific Algorithms, Product Tailoring Tools, Data Format Translation Tools, and other pre-defined transformation utilities.	nonsec
The System shall provide the capability to support functional and performance tests of system elements without impacting operational product generation.	nonsec
The System shall provide the capability to support functional and performance tests of system elements without impacting operational product generation.	nonsec
The System shall be capable of maintaining records of at least 30 days (configurable) worth of Ingest history	nonsec
The System shall provide the capability to control the execution of Scientific Algorithms.	nonsec
The System shall be capable of generating Data Products.	nonsec
The System shall provide the capability for an authorized user to adjust Product Generation priorities.	nonsec
The System shall be capable of rendering Platte Carre projections.	nonsec
The System shall be capable of rendering Mercator projections.	nonsec
The System shall be capable of rendering Polar Stereographic projections.	nonsec
The System shall be capable of aggregating Data Products up to and including one orbit.	nonsec
The System shall be capable of producing time-averaged Data Products.	nonsec
The System shall be capable of generating NOAA-Unique and Tailored Data Products with Government-specified grid spacing.	nonsec
The System shall be capable of reformatting Data Products into BUFR.	nonsec
The System shall be capable of reformatting Data Products into GRIB2.	nonsec
The System shall be capable of reformatting Data Products into GeoTIFF.	nonsec
The System shall be capable of reformatting Data Products into HDF5.	nonsec
The System shall be capable of reformatting Data Products into netCDF.	nonsec
The System shall be capable of compressing Data Products with the GZIP algorithm.	nonsec
The System shall be capable of compressing Data Products with the ZIP algorithm.	nonsec
The System shall be capable of compressing Data Products with the RICE algorithm.	nonsec
The System shall be capable of compressing images of Data Products with the JPEG algorithm.	nonsec
The System shall be capable of compressing animated images of Data Products with the MPEG algorithm.	nonsec
The System shall be capable of generating Data Products within a time frame not to exceed the maximum user-specified shelf-life of the Data Product.	nonsec
The System shall be capable of making Data Products available to registered users.	nonsec
The System shall provide an online capability for registered users to request subscriptions to xDRs, Ancillary, NOAA-Unique, and Tailored Data Products.	sec
The System shall provide an online capability for the Government to approve subscription requests for xDRs, Ancillary, NOAA-Unique, and Tailored Data Products.	sec
The System shall be capable of distributing NOAA-Unique Data Products to the CLASS Long-Term Archive (LTA).	nonsec
The System shall provide a list of files distributed to CLASS.	nonsec
The System shall provide the capability to receive an electronic delivery acknowledgement message from CLASS.	nonsec
The System shall be capable of delivering NDE Data Products to registered user's computer systems.	nonsec
The System shall be capable of notifying registered users of the status of their orders.	nonsec
The System shall be capable of notifying registered users of the status of the System.	nonsec
The System shall ensure that NDE information is accessible only to those authorized to have access.	sec
The System shall be capable of registering Users for the purpose of controlling their access to System Elements and Data Products.	sec
The System shall provide a mechanism for reporting performance related to resource utilization, communications, product latencies, and hardware.	nonsec
The System shall provide an automatic failover capability that will re-create a fully functioning configuration from a failed configuration.	nonsec
In the event of a failure of the Operational Environment during the NPOESS missions, the System Test Environment shall be capable of delivering products to the operational community within the same throughput and latency parameters as the operational system.	nonsec
The System shall be capable of monitoring the integrity of all data received from external sources.	nonsec
The System shall provide the capability for an authorized user to define data input integrity checks.	nonsec
The System shall be capable of executing and recording the results of data input integrity checks, and initiate actions based on those results.	nonsec
The System shall be capable of making products available for distribution according to customer-specified latencies.	nonsec
The System shall have the capability to monitor, record statistics, and deliver reports on its performance.	nonsec
The System shall be capable of retaining logs of all performance data for no less than 90 consecutive calendar days.	nonsec
The System shall provide the capability to generate custom reports from data collected during data receipt, processing, and distribution.	nonsec
The System shall be capable of receiving data and products from IDPS.	nonsec
The System shall be capable of requesting and accepting all xDRs generated by the IDPS.	nonsec
The System shall be capable of receiving SARSAT Telemetry from the IDPS.	nonsec
The System shall be capable of receiving A-DCS data and telemetry from the IDPS.	nonsec
The System shall provide an operator console capable of utilizing IDPS client software for submitting subscriptions for Data Products to the IDPS.	nonsec
The System shall be capable of automatically submitting Ad Hoc Requests to the IDPS for retransmission of Data Products.	nonsec
The System shall be capable of receiving Data Delivery Reports (DDRs) from the IDPS.	nonsec
The System shall be capable of receiving Ancillary Data Products from the Environmental Satellite Processing Center (ESPC).	nonsec
The System shall be capable of ingesting and processing archived data.	nonsec
The System shall provide an operator console capable of requesting Data Products from the Comprehensive Large Array-data Stewardship System (CLASS).	nonsec
The System shall be capable of receiving Data Products delivered from CLASS.	nonsec
The System shall be capable of sending a Data Receipt to CLASS for each Data Product received from CLASS.	nonsec
ESPC Operations shall provide an interface between NDE and the NPOESS Mission Management Center (MMC) such that 100% of the NDE inquiries to the MMC and NDE replies to MMC requests are received by the MMC in a time not to exceed that specified in the ICD, and that 100% of the notifications and inquiries from the MMC to NDE are received by NDE in a time not to exceed that specified by the ICD.	nonsec
The System shall provide an operator console capable of interfacing with the NPOESS trouble ticketing system.	nonsec
The System shall provide an operator console capable of interfacing with the ESPC trouble ticketing system.	nonsec
The System shall be capable of executing tasks according to a schedule.	nonsec
The System shall be capable of executing tasks initiated by events.	nonsec
The System shall be capable of executing 99% of its scheduled tasks in any consecutive 30 day period.	nonsec
The System shall be capable of executing 99% of its event driven tasks in any consecutive 30 day period.	nonsec
The System shall be capable of adjusting the priorities of scheduled and event-driven tasks.	nonsec
The System shall have the capacity to store 4 Terabytes (TBs) of data for testing purposes.	nonsec
The System shall be capable of reporting on all ingested, generated, and distributed data according to the (Federal Geographic Data Committee (FGDC) Content Standard for Digital Geospatial Metadata (CSDGM), V ers. 2 (FGDC-STD-001-1998 <http://www.fgdc.gov/standards/projects/FGDC-standards-projects/metadata/base- metadata/index_html>) and the CSDGM Remote Sensing Extensions (FGDC-STD-012-2002).	nonsec
The System shall be capable of storing product quality information in the metadata of products created.	nonsec
The System shall be capable of retaining Data Products for a configurable period of time not to exceed 96 hours.	nonsec
The System shall be capable of accepting technology updates without System downtime.	nonsec
The System shall be capable of adding additional capacity without redesign of it's infrastructure.	nonsec
The System shall comply with ESPC (DoC/NOAA/NESDIS) procedures and policies as stated in the NOAA IT Security Manual 212-1300, Version 3.3, dated May 15, 2007.	sec
The System shall be capable of generating backups for all NDE data, procedures, and software.	nonsec
The System shall be capable of implementing automated backup procedures.	nonsec
The System shall be capable of returning to nominal operations following a restoration from system backups.	nonsec
The System shall be capable of protecting the integrity of NDE data in the event of human errors.	nonsec
The System shall be capable of protecting the integrity of NDE data in the event of computer to computer transmission errors.	nonsec
The System shall be capable of protecting the integrity of NDE data from software bugs.	nonsec
The System shall be capable of protecting the integrity of NDE data in the event of a hardware malfunction such as a disk crash.	nonsec
The System shall be capable of protecting the integrity of NDE data in the event of a natural disaster.	nonsec
The NDE System can be accessed only with the authorization of the Government.	sec
The System shall be constructed using existing hardware where it is possible, practical, and approved by the Government.	nonsec
Inventory will be provided to the Contractor by OSDPD IT Lead.	nonsec
The System shall be constructed using existing software where it is possible, practical, and approved by the Government.	nonsec
Inventory will be provided to the Contractor by OSDPD IT Lead.	nonsec
The System shall be constructed using COTS and Open Source software where it is possible, practical, and approved by the Government.	nonsec
The NDE System Elements shall be designed to be reused in other Satellite Data Processing applications.	nonsec
The NDE System shall be designed so that Scientific Algorithms are invoked as objects.	nonsec
The System shall provide the capability for operators to log and track events (i.e., MMC Service Requests, MMC Service Request Responses).	nonsec
The System shall provide the capability for operators to update a summary log for the purposes of tracking the occurrence of significant events or activities.	nonsec
The System shall provide the capability for operators to sort and search on summary log events for the purposes of identifying, troubleshooting, and reporting on significant activities.	nonsec
The System shall be capable of reporting on summary log events.	nonsec
The System shall provide the capability for operators to quiesce and restart the System.	nonsec
This capability should be designed to minimize interruptions of service.	nonsec
The System shall implement operational quality monitoring procedures that will detect and report to operators and management the acceptability of xDR metadata according to configurable thresholds.	nonsec
The System shall implement operational quality monitoring procedures that will detect and report to operators and management the acceptability of output product metadata according to configurable thresholds.	nonsec
The System shall be capable of changing system status to reflect the condition of NPOESS (i.e., Degraded Operations, Restricted Access).	nonsec
The System shall provide the capability for operators to forward NDE System Elements to CLASS for permanent archive.	nonsec
The NDE Ingest capability shall not be interrupted for more than 2 hours in any consecutive 24 hour period and no more than 4 hours in any consecutive 30 day period.	nonsec
The NDE Product Generation capability shall not be interrupted for more than 2 hours in any consecutive 24 hour period and no more than 4 hours in any consecutive 30 day period.	nonsec
The NDE Distribution capability shall not be interrupted for more than 2 hours in any consecutive 24 hour period and no more than 4 hours in any consecutive 30 day period.	nonsec
The NDE Operations Monitoring capability shall not be interrupted for more than 2 hours in any consecutive 24 hour period and no more than 4 hours in any consecutive 30 day period.	nonsec
The Development and Maintenance Environment shall be available to at least 25 developers 85% of the time during normal business hours over any consecutive twelve month period.	nonsec
Normal business hours are 8am to 4pm Eastern Time, Monday through Friday.	nonsec
The System shall be capable of accessing data delivered by IDPS within no more than ten seconds of notification from IDPS.	nonsec
The System shall deliver SARSAT Telemetry data from IDPS to US Mission Control Center (USMCC) within 1 minute of their receipt.	nonsec
The System shall deliver A-DCS Telemetry data from IDPS to the US Global Processing Center within 1 minute of their receipt.	nonsec
The System shall deliver A-DCS Data Products from IDPS to the US Global Processing Center within 1 minute of their receipt.	nonsec
During the NPP mission, the System shall be capable of supporting product volumes of 4 Terrabytes per day of input and 8 Terabytes per day of output.	nonsec
During the NPOESS-C1 mission, the System shall be capable of supporting product volumes of 8 Terabytes per day of input and 16 Terrabytes per day of output.	nonsec
During the NPOESS-C2 mission, the System shall be capable of supporting product volumes of 8 Terabytes per day of input and 16 Terabytes per day of output.	nonsec
